id,fpkm_unstranded,fpkm_uq_unstranded
c355cc80-6344-44b2-82e0-79d701fef03c,0.8325,0.8355
7c9a2493-5667-48ec-8998-81e13722b4ab,0.5174,0.6715
8832d658-24d2-4d12-a025-959d5eed1271,2.1407,2.1154
f6c907ac-5dc9-4bdc-b7c6-3bac9f9059d3,1.5357,1.6384
0a430a9a-7e63-41d6-8cd0-1dda1e1df975,1.34,1.2776
8b629c3d-0f28-4740-b681-6f064354f794,1.3131,1.1932
aeee03c3-20b3-4f96-b686-52111ce99a63,2.2713,2.0658
ba2e1bd2-56f5-4dfb-94b5-92c50c58b31e,1.7771,1.779
05ebe1e0-bf0d-4622-bc45-b0eacffdebcc,0.4217,0.3811
034f8d01-f664-494b-bc04-77485000611f,1.062,1.0215
85237b9e-67a3-46a2-9c19-3818522994b2,0.419,0.4649
8f08cee9-a91f-4305-bf8d-efeee9cd386c,1.5148,1.4736
b793fa3a-f197-409f-b630-2dcba3290cce,1.3844,1.4114
56f3a401-cf18-4d25-b4af-6bacca469041,1.1807,1.1086
e6ac5ada-4358-4ca3-b1cf-05d3e0cf0597,1.2412,1.2154
4c6f18b9-eb4c-4b7f-90ee-0c3194407be7,0.6249,0.6277
b4aad532-f92b-43d9-820c-f3c98e382225,0.4745,0.5131
6ddab78f-8bf5-43ef-847b-f68c15475d46,0.7146,0.8152
c54b98cc-521e-4790-b67d-9dcc20af8c76,5.963,5.8792
7dfcf573-5004-4c46-a269-8a07e303f873,0.7112,0.6656
02a50d1b-ff62-4936-a0ce-ac0e22a5b41c,3.8891,4.0976
0cf58c62-a75d-413b-8ce3-4d90f4688b04,0.4225,0.3866
deb14c1d-474c-4d6f-bb8a-2b6df5dce5c9,0.6603,0.6692
56bc1e6b-d1bf-4df9-b266-07ff567aad77,0.5787,0.6525
9b7c81c7-d03c-446c-9d25-8c966058b0e3,2.5102,2.744
0940092b-46da-4975-bde7-f205fe12707b,0.8733,0.8211
23b6c182-bb01-403a-9844-560518d059ac,0.7666,0.7738
a7428d3b-f84b-4c2f-a996-14a11af6b6df,1.8354,1.7919
ad930bd1-0026-4f83-92e2-23170c1965aa,1.1771,1.122
8643d0bc-0acb-4d6e-b6bd-5a997d2fc39d,0.5907,0.5476
071e21e7-a494-4d87-ab48-1cb334e0d992,0.9852,0.9442
cafc9e36-c5f0-45df-ad03-16210ff0d870,0.301,0.3018
682169e0-f36b-430c-896f-c93668b4ce78,1.542,1.7434
74d50556-5de8-4eff-82e6-a3ad9c70020a,1.1162,1.0794
dede0990-1733-4473-bc48-78605f16834c,0.3989,0.3625
039eaafb-c311-45ff-9df7-30c1b0bab00a,1.0173,1.0508
06a03e45-7315-4a8d-9fef-d841a4a8043c,0.2285,0.248
f266f0c7-53aa-43bc-bbef-b9af0054391f,0.5989,0.6092
5e36c4a2-fc6b-418f-80ab-dbd95b26a39e,0.3223,0.3295
4ee78309-dea3-486f-95a8-ca283a1b70d9,0.7425,0.6859
2e64abe2-6024-4d28-9e09-560ce2a9fd15,0.5365,0.5896
bb06ad3a-4d73-4f88-8f3c-954dce2b38ef,1.3837,1.3545
e614fbb4-7574-4704-9525-c0aea4c10fc6,1.3605,1.5115
93cc1307-7138-4547-a9a2-8a5398815c01,1.668,1.7598
ef54e4a6-4447-425f-be33-e428e5838daa,1.0921,1.0589
0a72c39e-889a-4990-bf96-6c7b9b8c1124,1.1931,1.2399
3ef3fd4b-ed5b-41e1-8096-c573cf609bd3,1.3823,1.3615
b4b81763-61bc-469b-a048-eba733193262,0.3385,0.3425
5020cd67-6bd9-420c-bc6a-1cc8f2f78bde,0.5271,0.524
fd6f4c9b-ee43-4939-8cfa-2e447aedbcf3,0.947,1.0739
18e5bf73-efdd-4c75-957c-68a94f6cb396,0.3492,0.335
6fb7c578-dec9-4fe8-a9bf-3888bb765658,0.6942,0.6784
4eee2055-ed1f-4958-b214-4cff055c87bd,1.0527,1.0653
38387a4f-c65d-4075-8133-fdf259e919ed,0.6937,0.8111
11d450a3-4578-4444-8ddf-613b5868b683,0.2654,0.247
9e563a6c-1c6f-4901-a1af-f1ef2d8da025,0.228,0.2447
b35809ed-747b-46b9-9921-e14d859e5b5d,0.6936,0.6759
fb9c23f2-8694-41ca-a126-a5a131abeac1,1.0737,1.0918
784a9c63-9b40-4f6c-8147-93d0ed523867,0.7366,0.7081
cc66d11a-33c0-4247-9072-6e7c0d0b6112,2.1351,2.0311
647221bc-8100-4bb5-86a5-973fb67fde0b,0.7111,0.7064
b656d5d9-3bd0-4d76-b7ad-6440cc706048,0.8615,0.7876
2df3cde4-5d53-4e2c-829a-e609f1d92a7b,0.6183,0.5985
a31cd337-8f1a-451d-9b90-b722590d3105,1.1311,1.1239
79beb4e0-5066-481f-b432-94d69219bfe8,1.0833,0.9923
fac3e41a-3b98-4293-855f-d23cb01522d0,0.9244,0.8403
171e095d-2236-43c8-9670-23608e6cc8ab,2.5753,2.4945
ffe82e73-0990-4d3d-a4d1-7d4e169dfdf5,0.5069,0.497
2f3e03a2-8764-4791-b53a-a599c6159e19,1.1984,1.1812
44beea06-28a7-490a-b6bb-4e023230e51c,0.5292,0.4884
914508e1-ccc8-47ff-a225-7aca326a54dd,0.6821,0.6526
4abffa72-e45a-405a-b53b-73900d48253d,0.5536,0.5437
0f168687-6f42-4d92-8f91-13efde785a0c,0.8167,0.7819
2485ee80-8de4-4f98-b4f9-7c012bb29f6c,0.653,0.6676
5b51c204-3342-46d9-86a4-2ed091492318,0.9606,0.9859
f518ad50-78d8-4b0f-a6b0-07bad20462ce,0.3063,0.3113
9918029c-763f-4458-b929-a4db95fd5e1a,1.0379,1.0564
29246ea5-44e5-43d3-be04-c038c20db027,3.9977,4.2592
8d66b5ac-4ceb-40a3-b2b9-4d0c24be01a7,0.5197,0.5809
1cb7f73e-af63-4d6a-b6a1-fe289435a93f,1.1275,1.118
fd98106a-a2c6-4f23-86f5-66436c2501e5,3.231,2.986
9db2f825-0d02-4437-9107-a6b92ef4e2cc,0.6952,0.6811
f48956a3-c821-429f-b1ad-a27133d739bd,1.2912,1.2184
fdadb011-0da3-458f-8b4e-d09e4c847a5b,0.4219,0.4614
d77c2ca5-196a-4426-84e4-0ffa4a3667ef,0.5648,0.6243
a2b214c2-a5d4-4ce6-b505-e1438027236d,0.5655,0.5334
e6bad6ec-c178-4684-99e8-2504781a022b,2.5363,2.4361
0fb8ee34-b7c8-4ea6-987a-b69c00baa53a,1.5963,1.4491
341e11ea-c1b6-4d66-999c-76ebb9c8b342,0.5071,0.5894
08814ce5-fdf0-4f06-aabd-bf7b2738cf43,0.2704,0.3422
e869b178-9abe-44ca-ae6b-a6caae1834fb,3.3188,3.2955
22c90647-bf63-49e1-972a-0ff9000b674b,0.7495,0.8376
05e15869-61fd-420f-b0e4-a2faaa814aca,0.8406,0.7804
90950125-1b6b-499d-97e2-5d6b78b3e6fe,1.7846,1.6485
e619e3c8-f6eb-4b0a-bf17-005ccbe269bb,1.6908,1.8891
97a50d88-e662-43d5-9cef-2915545e8968,1.0971,1.0105
a091a049-ebb1-465c-bf2e-b2abd72e4901,3.1466,3.133
671bc03b-e3a8-45f6-88e4-ce138c716886,0.8599,0.7956
96cd848e-50fc-4244-beec-8d18b1703fff,2.576,2.6096
ba6e6579-8858-467a-9d0b-b8df38cd5d62,0.2791,0.5585
c36f7911-13d2-4230-a5f5-e9c562d763bc,0.4286,0.4398
b58811d7-8ee0-4b65-a892-17319cc9ecaf,0.4684,0.4763
458ad47a-9fbc-4508-8ff5-5a8e5c71ae6a,1.2544,1.3042
9899646e-d5be-4429-a7f2-0251bed9721d,1.1578,1.036
ca9d1ab5-ea78-46f4-9225-8147639d013c,0.924,0.9193
99f6995f-acee-4d0d-889f-91b0631d15fe,0.5721,0.5686
3334577a-8045-4613-9a1b-e79fd62d5d6d,1.7971,1.7094
74179e5e-2d3c-417e-8844-6740ea9fb2e5,0.6382,0.671
616b6b60-8c4a-4d85-9a24-f47df6ad497e,2.5698,2.457
40a4fc74-f345-4940-be5c-249013782e4f,0.9927,0.9384
d769bce5-c92f-472f-8bb8-4bf4593e29d7,0.283,0.3119
dadd1789-354a-4abb-8d4e-8556166cf341,1.392,1.3398
92b7faad-a817-4464-a074-9b64bf25fad5,0.4697,0.4586
32c15b29-da14-4eb5-8c86-39efc94319df,0.9118,0.8871
548b1967-fca4-4238-8d59-ae5405122c90,2.6468,2.5079
62ca3ce8-77f9-4e02-ace4-af79519b53fd,1.0588,1.0697
465928c5-ab56-46ff-acb5-76e36c97ebda,2.3046,2.2278
5cbf0ea7-4f5e-4dd7-a93e-8eb12a22d4e6,0.8539,0.8943
840ce2d8-5bf8-4a2c-9739-e7dff5d7cb21,0.3153,0.2918
4152a167-7b5f-4415-81f8-b22732cc6ef7,1.1789,1.1584
9935bf3a-de25-401c-bf1b-5225a62b24f7,1.0494,1.1825
fefb685b-91fc-4837-b612-73be3c4d941e,0.3874,0.4412
f18a5a92-2b2e-4834-8610-df98760db5aa,0.6049,0.5594
9c2ed2bb-8ee1-441e-9f3b-ffbb4def2673,0.626,0.679
7d736f2b-b73e-4fc1-8d3f-9f350f88171a,1.126,1.0533
273bc6c8-f5a9-44df-a707-5274fcba8362,0.7968,0.8258
3fd9c506-ed43-45db-bff4-6e968ac19564,2.1989,2.2082
0b0b23c2-dac8-45cf-ba91-913776b00a33,0.9754,0.9313
4b9da1a6-923c-4bc8-922a-620ac43e6f9b,0.5196,0.5697
d820ac02-a30e-437b-b20a-3e92705b7b81,1.0015,1.1267
bb7098ae-862b-488c-b67e-01ed682ec783,0.5884,0.5577
d33cdca5-78ec-4d34-be08-51efd97e8bfb,4.206,4.9075
144d0f39-feff-4dcd-a07d-abcc400e901f,0.7219,0.7488
04026251-0cf6-4889-83b4-8a46881470b5,0.9884,0.9934
7eb5f037-355b-4a38-b22b-a5e1f41ff1e9,0.7031,0.6882
2e41a573-7a9d-4f96-873f-48aa12b3ab96,0.6226,0.6615
75f8fbbb-2015-47cb-94f1-eb88cdfaeae6,1.6414,1.4796
b161c26d-64b1-4e03-94da-4f9b9de25e88,1.1171,1.131
61d00f8c-f198-4181-82bd-99b063dfffc6,1.5421,1.4523
99d31369-3db2-4631-bc62-1aa6927476ad,1.6248,1.5394
ff93cbad-7bdf-4e5d-81c7-95aacaa3bee9,0.492,0.5278
87506e5d-4ebe-4f0c-a124-ea0add72d2ac,0.2372,0.2901
3ffa2cdf-4a54-4362-a6cf-b0567ef69551,0.4718,0.4362
2b5864c9-7577-4e93-8d22-1f45a98267f1,0.3318,0.376
5167da8c-2b1c-4139-a2c4-355e9f07d0be,1.5575,1.6269
49e0a55e-cd18-438c-890a-f14c6d149743,0.641,0.7183
41bdc474-8e6e-4f39-98ec-6d73ee41837c,1.039,1.0912
7b3d0a19-0cbc-4e8a-be16-76693e100e4c,0.7301,0.6856
30a67cbd-940c-40c4-9f86-a8ba9fe63177,0.4389,0.4467
0c087071-89ba-4fc8-ab47-c4f1c60fa24c,1.8518,1.9112
e90c1051-744f-46e5-bcec-f95d34f59e0a,1.9211,1.9286
470b6305-67ca-487c-b9b1-9b74f673f9fd,0.9438,0.855
e1ef10f3-a1e2-4391-bfec-ac6b0231ae5d,0.8053,0.7591
f7efa9c4-e7e2-406a-98e5-596f787c810e,1.321,1.4072
3ee530ee-274d-44de-9793-a75433ddf938,0.4352,0.5979
c2e73efe-8112-48fc-9dbd-29b4b5b89ad0,0.8296,0.8585
42ed2e82-e41d-4e2e-8bf3-8dfc324b040f,3.1606,3.2069
f2dda955-5a39-43c1-93a2-83953b2b91d1,1.0479,1.0377
a1ba2be6-2ba6-4be5-9cc8-6db7950601c9,0.5458,0.5342
c50adee7-f053-484e-8a2f-f66c94a14fd3,0.4548,0.4354
89424841-6b5a-4f5f-b5c2-209630c6f597,0.3807,0.3918
f72da140-1607-4609-a6bf-ebe538667a8c,1.4181,1.3339
45312cc1-6a70-441f-9711-85dcc224bb98,0.4341,0.3855
aae57dd0-eae8-48b0-855f-2cd17c9f524d,1.6787,1.6641
f9683515-b944-4c7b-b41d-ea105bd37a5a,1.6794,1.5127
56cb5294-9156-4930-a3ab-c2607a79b65e,0.9421,1.011
18cbd510-bce2-4370-a00f-939d562ba7de,0.343,0.3363
507de54a-b4a5-4778-99fc-2f4f45c6daa0,1.9917,2.0442
fd2f42a3-d79c-466b-98c2-5f4d0a4a64e9,0.9175,0.8439
de57eef8-932d-4e4f-a67d-835a87d72116,0.4865,0.5391
75d91076-9d8a-415e-9ee6-00b877e55874,0.7559,0.7517
d76cd13a-0481-442a-bfe6-ad322fc3851a,2.9204,2.6659
43c4bdc2-b3fc-4fb0-9f11-f45394c4256b,1.7205,1.7012
ae4a5866-347f-4850-b4c8-a009d0765021,0.5635,0.6106
e55a506c-870f-4011-adfc-37eccbf5f17e,1.1667,1.2172
b72689a1-2c14-49db-b489-f1627353a024,2.0115,1.9713
ed1fa4ae-5e58-465c-b106-379f7456656e,0.9661,0.9818
a90d3b2d-38f9-455c-88cd-73d5b3729491,0.1758,0.2027
c63a27ff-1844-4b4f-9bc7-ac4d00dc0de8,2.5072,2.4085
5383a729-554e-4d3e-ba62-449f45b7567d,1.2367,1.2437
6e79eeb3-9eae-45f4-92a5-fba71c154c1a,2.3974,2.6627
9634f770-bc93-4dfa-949c-98a6da30a102,0.7694,0.8217
ed9b3b6b-c2c2-41a2-ac61-dd2cfbb321ba,1.2153,1.214
e22c6b51-c27e-468f-883c-f71918330eb0,0.9049,0.8238
31bdedf8-eb1c-48ae-8d96-e06c2b3f27d2,1.3902,1.2386
ae8996bd-b0b7-4f9b-91fa-606f95d49f8c,0.5655,0.6008
62e41b20-5f83-43c2-9887-809e97794f04,0.8707,0.8751
44df0b54-867f-4aef-8769-5d3fa8887b94,0.4041,0.384
eb44c266-8b8f-4012-ad67-f4ac40698391,0.4108,0.4036
1babcd23-5abc-4f27-b367-a093590e9f6d,1.2421,1.1914
9440b088-b04e-4417-9543-5001b0a2b217,5.6033,5.5911
698e64da-61aa-4d7b-9f33-21d627cb4721,0.9513,0.8938
0f9b8032-b21a-4480-8434-d174760a7ddd,0.5254,0.5264
10376443-40df-451a-91e5-6be34850558c,1.3839,1.3419
c763a483-415e-4cb4-9cdf-4e6c31e8a9c9,1.1766,1.155
f4847715-a3e0-49a4-bcc9-95175d0be463,0.4791,0.577
d0d2b8fc-6915-49fe-ae4a-f80e2d090cf5,0.6952,0.6457
65b4f81a-4439-4d82-ae25-68d63309b053,1.3151,1.1961
e3142cf7-334f-4f34-a5da-53ffa4e1ba33,0.6194,0.6042
6f72a3df-b4db-4f04-aa1f-644dca35d3ab,0.0721,0.0732
e49fbda2-881a-43c1-9c16-0b07fdd281a7,5.0729,4.5302
73729b89-4802-4780-9e7f-cb160a04bb17,0.3955,0.5337
99df3cc9-683b-449b-bcf4-94bbff09c90e,2.0757,1.8655
d12c28eb-32c5-4523-af42-9ad130014a40,0.8324,0.8526
c568f4a0-601e-4b45-b69e-cde40d94bb3d,0.977,0.924
c33ecc28-d5ba-4416-b93d-445b7883b6e8,0.44,0.5195
5842a066-d158-474e-a4db-034f5797d865,0.5386,0.5815
71c9a6fc-0538-4533-af51-f7c9defe7770,1.4541,1.4595
b02ec16a-9dff-4b98-9960-73175454082a,1.7912,1.7897
46cdbe65-5610-4903-9452-518fd6d5787d,1.8769,1.7633
650319bc-20e1-4451-bcb5-a35c360060ef,0.2279,0.228
d9666e09-51bb-49a4-b289-0e6b69636858,0.7041,0.7613
b36c0e8b-a9b1-46ac-8946-88e64a28ff5a,0.5799,0.5592
9ba7cd75-a96c-4220-9f57-c9f0fb545a95,0.8907,0.8796
d0ee5ff7-a49a-4633-93a6-40c9e29fb0b7,3.0318,3.3346
00a26384-1b1c-4db4-9664-75fb9b3febdb,0.6218,0.5505
4e3fbf45-1a73-437b-8d85-29aa0c8ac6b0,0.3437,0.3107
ad01e71e-ed1f-4de6-81b5-8ef60f7a38d0,0.6167,0.6464
ac175796-57dc-4de1-b6a2-eb71416e4c47,0.9063,0.9253
1b392450-2b27-4dce-9205-7de33a64ba42,7.2089,7.8062
f9a27067-7485-4c9f-986b-878aa6cd132c,0.941,0.8874
e1edc70f-0307-4283-9efc-77feb465c9df,0.3477,0.3284
f3d3848c-9ff7-4e84-a35c-f6b6e3a57605,0.8621,0.8815
ee27259c-1aa7-4f5a-a4e6-0b49be4ad051,0.8364,0.7917
774f5688-bad0-4a78-b26a-7aceb353e603,0.6625,0.6711
bb10d315-6038-4513-aa41-d50f20295997,0.5732,0.6837
a2a798c5-3b1e-4192-8c6a-8c627cd0879e,0.7884,0.742
1406cfa1-39b8-4ab6-a960-ed6f38bc0f0d,0.9143,0.8709
0e8857f9-6f8b-46c5-a019-9c69bdc50525,1.4719,1.41
ecdac97e-eec5-4753-a572-8aff707178e5,0.6731,0.7581
49ec7f30-d687-4124-a3aa-17bffb48ce26,5.0497,5.1777
b6df0d7c-1c41-4b7d-8685-ce6fba4e7ab3,0.3805,0.4638
5d96c14c-7c43-40a1-ba9a-b482a0ad00ee,0.5632,0.544
02423743-43b4-494b-acd9-1cd3bcd3d395,1.6335,1.7026
81395cc8-c7d5-4ea7-957a-b5cb8d6bfd1a,0.3981,0.4248
9079bad4-9d01-4eb9-999d-35ad734be2e8,3.427,3.1569
8411b896-9d24-47d3-8a28-1c9cd6313939,0.8,0.9369
3d31d7a9-76b8-41f4-a037-0dfe6a4ecb0c,0.6071,0.5833
42b32308-71f1-4f21-935f-7e4e5751e332,2.5722,2.5372
aa3d8e3d-68cb-47dc-80c0-d50917cb4878,0.6881,0.6115
063a4886-ee4d-43a9-95c1-25a0c0b2d85d,0.4903,0.4622
287f70d5-cb97-459f-963b-68408f92c0f3,1.6124,1.5422
5a1c17e7-53a2-472a-b4de-8f60522a8c6e,1.0365,0.9829
49563aad-aeb3-4a9b-8849-a60c119cbaa4,0.9908,1.1058
7d30a479-6d2f-431e-b15c-26736994b2f5,1.3516,1.3608
e8909d26-a289-4dc7-a819-5883c621efac,1.5716,1.3745
10ce58cf-c9ee-4be2-899d-4c20c788effc,0.1816,0.1807
824f5b0a-44d4-4ccf-9277-1ef752462bb3,0.8843,0.8849
d1f1743c-5fd9-4ae8-90c2-8c3e2d475d1b,0.6457,0.69
cf3fe851-479f-4d22-9daf-99b163d0ed06,0.3714,0.4356
a5ecc76e-a696-4e90-8bb4-7a9965e2f8a8,0.6738,0.7192
9d025af7-ba40-4329-9308-d039aaad900b,1.2358,1.0996
723ed50c-2c78-4a3a-9f6e-9f9e8e264f6b,0.6261,0.6304
4a88d54f-c88c-4ffd-84c9-069b53f2cb28,0.4692,0.449
45472a71-92d9-4492-9647-f1e8adb9cdea,0.5054,0.529
be880db8-920f-4bd8-9f67-34e3ddd61f2c,1.2006,1.1811
4b42e241-a674-4d6c-b217-dcea51e6cc4f,0.6499,0.6703
f337af94-788c-4de9-ab62-8627dc88695d,0.1365,0.1466
bdba14fb-88aa-43b0-8c25-53948b9935b7,1.1386,1.1489
be813beb-9b35-4063-9d61-9f49a7fd7706,1.0049,0.9914
689ba70a-9664-459e-aee5-fd16b3b993a8,1.6517,1.6011
36bbebb5-ba1e-4ac6-83b2-67ccd05e4939,0.4398,0.4305
a3595c7e-948b-4d93-a623-477d7af84e15,2.9539,2.7996
7abc395f-72e4-4835-8aef-aaca2f8a34b0,0.2373,0.2689
61325789-0b1e-473d-8b71-5ec13ec1dcb7,1.5219,1.5114
a0baf653-6f10-46fe-959c-54268fbc670e,0.4374,0.4073
db5f53f3-6438-4f23-9683-ee16244d98b9,0.7375,0.7024
fd71e0e9-e77a-465b-b118-b1f9665d5797,0.4233,0.4108
668e1e67-cc4f-40fd-b921-23aec5078635,0.6406,0.6207
bb0cccb7-712e-43ad-a3be-cd928a159e0d,3.2029,2.9141
77e4a7c3-f2cd-4b5e-8c18-bfa3ce91cf56,0.5849,0.5995
a4455185-5506-4392-bd54-5f9cda2274d2,2.7097,2.7261
b5e84055-487f-467a-9bc4-bd59ec82f183,0.9296,0.8021
52df14ea-5feb-481a-855e-0a6176744a73,1.2665,1.3777
c861f2ac-61fd-45cc-9e14-f775f9eed494,0.7002,0.7072
866770c0-c4f1-4ed3-aa96-7ff4f7328323,0.6561,0.62
6542e1dd-afee-40e9-a16e-aa9a448963b3,1.1934,1.2392
87568e73-7eac-4243-9d74-03efb86b6f29,0.4609,0.5393
a02fb212-a6cc-40b2-9d31-481fc1ce0911,1.0725,1.0382
df6189e5-bd61-4be2-9d31-efef56cb4739,1.7439,1.6312
511ced4c-a861-4f26-9e29-afcf8d603fab,1.883,1.9156
79f139fe-fecb-4b0e-b668-3407c13748d8,0.3611,0.3711
7e48e080-0ec9-4589-ba1d-6f7a1f60a010,1.3068,1.3475
9e94e2ce-f6a9-4358-b96e-266207b9ce34,2.0272,1.88
6a8e570e-dd05-4c06-9ed0-52ba0727faec,0.4247,0.4647
01661d94-fc16-4456-95cf-a5fa4e1e196c,1.9728,2.1627
fe00aecb-7b06-4e76-b999-99ee41ad20ea,0.4119,0.3936
839aaefe-1755-4131-9b89-2610481a13c4,0.3865,0.4064
f77281dc-f8c5-4da7-b151-873b03e986ad,0.8289,0.7757
0b59b278-d2f6-4aa6-bf6d-b8d743ae83af,0.71,0.758
021d9e06-9d27-400c-8776-08e89c817b46,0.4731,0.5651
de01516e-43f0-4f96-8ac6-ab543a314829,3.4942,3.1853
40a31ab3-71fa-4f7b-a3b1-22e15ff0f358,0.42,0.44
9053485e-19f7-4d2b-b4b6-361d908cc708,0.8801,0.8418
b25117ce-5a14-4b43-bbfe-513b957464d0,0.7956,0.7835
ba00c48c-c33e-4dab-beb6-0575ee076dfd,1.2727,1.2872
bf67d13e-231c-4cb7-8381-fb19c4fe90ed,0.8447,0.7386
c5d73777-b7f3-4107-9efc-afde92f70469,0.4954,0.4958
